id,category,source,target,question,choice1,choice2,choice3,choice4,answer,explanation
60,助動詞,「（作例）いみじき物語、あまた見まほし。」,,引用文中の「まほし」の意味として最も適当なものを選べ。,他者への強制・命令（〜させたい）,自己の願望・希望（〜したい、〜であってほしい）,現在推量,当然,2,「素晴らしい物語を、たくさん読みたい（見たい）」という自分自身の強い希望を表しているため、これは自己の「希望・願望」になります。活用語の未然形に接続します。
61,助動詞,「（作例）かくおとなしく、賢き友を徳としたし。」,,引用文中の「たし」の意味として最も適当なものを選べ。,推量,打消,希望（〜したい）,過去,3,「賢い友を自分の支えとしたい」という話し手自身の願望を表すため「希望」である。「たし」は活用語の連用形に接続する。
62,助動詞,「（作例）愚かなる人とは交わり結ばじ。」,,引用文中の「じ」の意味として最も適当なものを選べ（※主語が一人称『自分は〜』の文脈）。,打消推量（〜ないだろう）,打消意志（〜しないつもりだ、〜まい）,当然,命令,2,「愚かな人とは付き合わないつもりだ（交わるまい）」という、自分自身の否定的な意志を表しているため、これは「打消意志」になります（「じ」は主語が三人称であれば打消推量「〜ないだろう」になります）。
63,助動詞,「雨の降り止まぬに、いづこへ行かまし。」,,疑問詞「いづこへ（どこへ）」を伴う、引用文中の「まし」のここでの意味として最も適当なものを選べ。,反実仮想,ためらいの意志・疑問（〜したらよいだろうか）,実現不可能な願望,当然,2,「どこへ行ったらよいものだろうか（いや、行くまいか）」という、どうしてよいか決めかねて困惑・思案する心境を表しているため、これは「ためらいの意志・疑問」になります。
64,助動詞,,,希望の助動詞『まほし』と『たし』の接続規則の違いとして、正しい説明はどれか。,『まほし』は未然形に接続し、『たし』は連用形に接続する,『まほし』は連用形に接続し、『たし』は未然形に接続する,両者とも終止形に接続する,『まほし』は体言にのみ接続する,1,希望の助動詞「まほし」（〜したい）は活用語の未然形に接続し、「たし」（〜したい）は活用語の連用形に接続します。接続の違いによって意味の同じ助動詞を使い分けます。
65,助動詞,,,打消推量・打消意志の助動詞「じ」は、活用語のどの形に接続するか。正しいものを選べ。,未然形,連用形,終止形,已然形,1,打消推量・打消意志の助動詞「じ」は、活用語の未然形に接続する（例：「行か＋じ」「あら＋じ」）。ラ変型も未然形に接続する。
66,助動詞,,,助動詞『まし』の活用形として、正しいパターンを選べ。,ませ（ましか）・○・まし・まし・ましか・○,まし・ましく・まし・まき・ましか・○,まら・まり・まり・まる・まれ・まれ,まし・まし・まし・まし・まし・まし,1,「まし」は、未然形が「ませ」または「ましか」、終止形・連体形が「まし」、已然形が「ましか」となる特殊活用である。
67,助動詞,「（作例）遠き都の人も、今ごろは同じ月を思ふらむ。」,,引用文中の「らむ」のこの文脈における意味として最も適当なものを選べ。,過去推量（〜したのだろう）,現在推量（今ごろ〜しているだろう）,原因推量（どうして〜なのだろう）,伝聞・婉曲,2,「今ごろ」という現在の時点について、「都の人も同じ月を思っているだろう」と推量しているため「現在推量」である。
68,助動詞,「（作例）何とて桜は散りぬらむ。」,,疑問詞「何とて（どうして）」を伴う、引用文中の「らむ」のここでの意味として最も適当なものを選べ。,現在推量,伝聞・婉曲,原因推量（どうして〜なのだろうか）,過去推量,3,疑問語「何とて」とともに、目の前の結果について「どうして桜は散ってしまったのだろう」と原因・理由を推量しているため「原因推量」である。
69,助動詞,「（作例）いにしへの人も、かかる夜は物思ひありけむ。」,,引用文中の「けむ」のこの文脈における意味として最も適当なものを選べ（※「いにしえ（過去）」の出来事の推量）。,現在推量,過去推量（〜したのだろう、〜だっただろう）,過去の原因推量,過去の伝聞・婉曲,2,「いにしえ（過去、昔）」の出来事について「昔の人も、このような夜は物思いにふけっていたのだろう」と推し量っているため、これは「過去推量」になります。連用形に接続します。
70,助動詞,,,現在推量の助動詞『らむ』は、活用語のどの形に接続するか、正しいものを選べ。,活用語の終止形（ラ変型は連体形）に接続する,未然形に接続する,連用形に接続する,已然形に接続する,1,現在推量の助動詞「らむ」（および「らし」「めり」「なり（伝聞推定）」などの終止形接続グループ）は、活用語の終止形（ラ変型は連体形）に接続します（例：「思ふ（終止形）＋らむ」）。
71,助動詞,「（作例）その人の気高きこと、美しき大輪の花のごとし。」,,引用文中の「ごとし」の意味として最も適当なものを選べ（※何かに例えている）。,存続,推量,比況（〜のようだ、〜と同じだ）,当然,3,人の気高い様子を「大輪の花」に例えて「花のようである」と述べているため、これは「比況」になります。体言や助詞「の」「が」、活用語の連体形に接続し、ク活用形容詞（ごとく・ごとく・ごとし・ごとき・○・○）と同様に活用します。
72,助動詞,「（作例）人の語る、旅の空にて聞きけむ鳥の声、あはれなり。」,,話し手が他人から聞いた過去の出来事を表し、名詞「鳥の声」を修飾する「けむ」の意味として最も適当なものを選べ。,過去推量,過去の原因推量,過去の伝聞・婉曲（〜したという、〜したような）,現在推量,3,話し手自身が経験したのではなく、人から聞いた過去の出来事として「旅先で聞いたという鳥の声」と名詞を修飾しているため、ここでは過去の伝聞を表す。
73,助動詞,「（文法知識）過去推量の助動詞『けむ』の接続規則について」,,過去推量の助動詞『けむ』は、活用語のどの形に接続するか、正しいものを選べ。,活用語の連用形に接続する,未然形に接続する,終止形に接続する,連体形に接続する,1,過去推量・過去伝聞の助動詞「けむ」（および過去の助動詞「き」「けり」など）は、活用語の連用形に接続します（例：「あり（連用形）＋けむ」）。
74,助動詞,「（作例）人の語る、かく思ふらむ心の内、いとあはれなり。」,,話し手が他人から聞いた現在の状態を表し、名詞「心の内」を修飾する「らむ」の意味として最も適当なものを選べ。,現在推量,現在の伝聞・婉曲（〜しているという、〜しているような）,原因推量,過去推量,2,人から聞いた現在の状態を「このように思っているという心の内」と間接的に表し、名詞を修飾しているため、ここでは現在の伝聞を表す。
75,助動詞,,,助動詞『ごとし』の活用変化の規則は、次のうちどの品詞の活用に準ずるか、正しいものを選べ。,形容詞（ク活用）,形容詞（シク活用）,動詞（ラ行変格活用）,形容動詞,1,比況の助動詞「ごとし」（ごとく・ごとく・ごとし・ごとき・○・○）の活用は、形容詞のク活用（高し等）に準じて変化します。
76,助詞・識別,「我が庵は都のたつみしかぞ住む（『古今和歌集』より）」,我が,対象箇所「が」の文法的意味として最も適当なものを一つ選べ。,主格（〜が）,連体修飾格（〜の）,同格（〜で）,準体格（〜のもの）,2,「我が庵（わがいお）」の「が」は、体言「我」の下について「庵」を修飾する「連体修飾格（〜の）」です。現代語の「私の庵」にあたります。
77,助詞・識別,「東路の道の果てよりも、なほ奥つ方に生ひ出でたる人（『更級日記』より）」,東路の,対象箇所「の」の文法的意味として最も適当なものを一つ選べ。,主格（〜が）,連体修飾格（〜の）,同格（〜で）,準体格（〜のもの）,2,「東路の道（あづまぢのみち）」の「の」は、体言「東路」が「道」を修飾する関係を示す「連体修飾格（〜の）」です。
78,助詞・識別,「（作例）花の散るを見て、春の暮れゆくを惜しむ。」,花の散る,対象箇所「花の」の「の」の文法的用法として最も適当なものを一つ選べ。,主格,連体修飾格,同格,準体格,1,「花の散る」は「花が散る」の意であり、「の」は動作「散る」の主体を示す主格の格助詞です。
79,助詞・識別,「（作例）白き鳥の、嘴と脚と赤き、池に遊ぶ。」,白き鳥の、嘴と脚と赤き,対象箇所の「の」の文法的用法として最も適当なものを一つ選べ。,主格（〜が）,連体修飾格（〜の）,同格（〜で、〜な）,準体格（〜のもの）,3,「白い鳥で、嘴と脚とが赤いものが」という関係で、前の体言と後続する説明部分とが同一のものを指すため、同格の格助詞「の」です。
80,助詞・識別,「人やりならず、己が心からおこせることなれば、...（『土佐日記』より）」,己が,対象箇所「が」の文法的用法として最も適当なものを一つ選べ。,主格（〜が）,連体修飾格（〜の）,同格（〜で）,準体格（〜のもの）,2,「己（おのれ）」という代名詞の下について、後ろの体言「心」を修飾しているため、連体修飾格の格助詞（〜の）になります。「自分自身の心から」と現代語訳します。
81,助詞・識別,「（作例）京の女房、文を読みけり。」,京の女房,対象箇所「京の」の「の」の文法的用法として最も適当なものを一つ選べ。,主格,連体修飾格,同格,準体格,2,体言「京」が後ろの体言「女房」を修飾する連体修飾格です。なお、連体詞「この」は通常、一語として扱います。
82,助詞・識別,「ただ人の御様はさらなり、舍人など賜はるべきは、ゆゆしと見ゆ。（『源氏物語』より）」,ただ人の,対象箇所「の」の文法的用法として最も適当なものを一つ選べ。,主格（〜が）,連体修飾格（〜の）,同格（〜で）,準体格（〜のもの）,2,「ただ人（普通の貴族）」が「御様（ご様子）」を修飾する構造です。「ただ人の御様（普通の貴族のご様子）」となるため、連体修飾格になります。
83,助詞・識別,「（作例）持てるのを、すべて人に与へつ。」,持てるのを,対象箇所「の」の文法的用法として最も適当なものを一つ選べ。,準体格（〜のもの、〜のこと）,主格（〜が）,同格（〜で、〜な）,連体修飾格（〜の）,1,「持っているものを」のように体言「もの」を補えるため、体言を代用する準体格です。
84,助詞・識別,「風吹かば、沖の白波立たむとや。（『伊勢物語』より）」,吹かば,対象箇所「ば」の接続と意味の組み合わせとして最も適当なものを一つ選べ。,未然形接続・順接仮定条件（もし〜ならば）,已然形接続・順接確定条件（〜ので）,已然形接続・順接確定条件（〜するといつも）,未然形接続・逆接仮定条件（〜としても）,1,「吹か」はカ行四段動詞「吹く」の未然形です。未然形＋「ば」は順接仮定条件（もし〜ならば）を表すため、「もし風が吹いたならば」と訳します。
85,助詞・識別,「（作例）人々、門を開くれば、客ども入り来たり。」,開くれば、,対象箇所「ば」の接続と意味として最も適当なものを一つ選べ。,未然形接続・順接仮定条件（もし〜ならば）,已然形接続・順接確定条件（〜ので / 〜すると）,連用形接続・単純接続（〜して）,終止形接続・逆接確定条件（〜けれども）,2,「開くれ」はカ行下二段動詞「開く」の已然形です。已然形＋「ば」は順接確定条件を表し、ここでは「門を開けると」と訳します。
86,助詞・識別,「（猫を）呼ばねば、かしがましく鳴きののしる。（『更級日記』より）」,呼ばねば,対象箇所「ば」の接続する直前の語「ね」の活用形と、「ば」の意味の組み合わせを選べ。,打消の助動詞「ず」の未然形 ＋ 仮定条件,打消の助動詞「ず」の已然形 ＋ 確定条件（〜ので）,完了の助動詞「ぬ」の已然形 ＋ 確定条件（〜したところ）,サ変形動詞の已然形 ＋ 恒常条件,2,「呼ばね」の「ね」は、打消の助動詞「ず」の已然形（ず・ず・ず・ぬ・ね・○）です。已然形＋「ば」は順接確定条件（原因・理由）となり、「（猫を）呼ばないので」と訳します。
87,助詞・識別,「人、木陰をやどとせば、花やこよひのあるじならまし。（『平家物語』より）」,とせば、,対象箇所「ば」の接続とここでの意味として正しいものを一つ選べ。,サ変動詞「す」の未然形に接続・順接仮定条件（もし〜としたならば）,サ変動詞「す」の已然形に接続・順接確定条件（〜したところ）,過去の助動詞「き」の未然形に接続・仮定条件,形容動詞の未然形に接続・希望,1,「やどとせ（宿とせ）」の「せ」はサ変動詞「す」の未然形です。未然形＋「ば」は順接仮定条件（もし〜ならば）になります。「もし宿としたならば」と訳します。
88,助詞・識別,「門だつ方は鎖して侍るなれば、...（『徒然草』より）」,なれば、,対象箇所「ば」の接続と意味の組み合わせとして最も適当なものを一つ選べ。,断定の助動詞「なり」の未然形接続・仮定条件,伝聞の助動詞「なり」の已然形接続・確定条件（〜ので）,断定の助動詞「なり」の已然形接続・確定条件（〜ので）,形容動詞「なり」の連用形接続・単純接続,3,「なれ」は断定の助動詞「なり」の已然形（なら・なり・なり・なる・なれ・なら）です。已然形に接続する「ば」は順接確定条件（〜ので）となるため、「〜であるので」と訳します。
89,助詞・識別,「雨の降りぬべきになむ見づらひ侍る。これ、雨は降らば、...（『伊勢物語』より）」,降らば、,対象箇所「ば」のここでの文法的説明として正しいものを一つ選べ。,四段動詞「降る」の未然形に接続する、仮定条件の接続助詞,四段動詞「降る」の已然形に接続する、原因・理由の接続助詞,ラ変動詞「降る」の未然形に接続する、恒常条件の接続助詞,助動詞「り」の未然形に接続する、逆接仮定条件,1,「降ら」はラ行四段動詞「降る」の未然形です。未然形＋「ば」は順接仮定条件（もし雨が降るならば）になります。
90,助詞・識別,「（猫が）かしがましく鳴きののしるに、（尼君が）おどろきて出でて見れば、...（『更級日記』より）」,ののしるに、,対象箇所「に」は接続助詞です。この「に」の前後における動作の主語（鳴きののしる／おどろきて出づ）の関係を正しく説明したものを選べ。,「に」の前後で、動作の主語は同一（どちらも猫）である,「に」の前後で、動作の主語は同一（どちらも尼君）である,「に」の前後で、動作の主語が「猫」から「尼君」へと転換している,「に」の前後で、動作の主語が「尼君」から「猫」へと転換している,3,接続助詞「を」「に」「が」の前後では、動作の主語が切り替わりやすいという読解ルールがあります。ここでは、かしがましく鳴きののしる主体は「猫」であり、「に」を挟んで、はっと驚いて出て見たのは「尼君（作者の姉ら）」になります。
91,助詞・識別,「（作例）（光源氏が）女房の姿をほめたるに、（女房は）恥ぢて奥へ入りぬ。」,ほめたるに、,対象箇所の前後における動作の主語の関係として、最も適当なものを一つ選べ。,前は光源氏、後は女房であり、主語が転換している,前後とも光源氏である,前後とも女房である,前は女房、後は光源氏である,1,ほめたのは光源氏、恥じて奥へ入ったのは女房です。「に」の前後で主語が必ず変わるのではなく、文脈から判定します。
92,助詞・識別,「男もすなる日記といふものを、女もしてみむとて、するなり。（『土佐日記』より）」,みむとて、,対象箇所「て」は接続助詞です。この「て」の前後における動作の主体（してみむ／する）の関係について、読解ルールに基づく説明として正しいものを一つ選べ。,接続助詞「て」の前後では、動作の主語は変わらない（同一人物）,接続助詞「て」の前後では、動作の主語は必ず転換する,「て」は逆接の接続助詞なので、主語は省略されない,直前の主語が男性で、直後の主語が女性になる,1,接続助詞「て（して）」の前後では、動作の主語は継続（同一）します。したがって、「（女が）書いてみようと思って、執筆するのだ」と、前後とも同一の「女」が主語になります。
93,助詞・識別,「門だつ方は鎖して侍るなれば、こなたの門より入り給へ。（『徒然草』より）」,なれば、,已然形＋「ば」の前後における主語（鎖して侍る／入り給へ）の関係を正しく説明したものを選べ。,順接の「ば」の前後では、原則として主語が同一になる,順接の「ば」の前後では、文脈上「門が鎖されている」という状況から「（あなたが）入りなさい」と、主語が異なる（主語の転換が起こる）,「ば」は格助詞なので主語判定の判断材料にはならない,前後の主語はどちらも話し手自身である,2,前件は門の状態、後件は聞き手への命令であり、文脈上の主体が異なります。「ば」の前後で主語が必ず変わるという規則ではありません。
94,助詞・識別,「我が庵は都のたつみしかぞ住む（『古今和歌集』より）」,しかぞ住む,対象箇所「ぞ」による係り結びの結びの語「住む」の活用形として正しいものを選べ。,終止形,連体形,已然形,命令形,2,係助詞「ぞ」があるため、文末の動詞「住む」（マ行四段活用）は、通常の終止形（住む）ではなく、連体形「住む」になります（マ行四段は終止形と連体形が同形ですが、文法的には連体形に結んでいます）。
95,助詞・識別,「これやこの行くも帰るも別れつつ知るも知らぬも逢坂の関（『後撰和歌集』より）」,これや,対象箇所「や」は係助詞です。この歌における「や」の文法的意味として最も適当なものを一つ選べ。,詠嘆を伴う強意（これがあの〜なのだなあ）,反語（どうして〜か、いや〜ない）,単純な疑問（〜か）,格助詞（〜を）,1,「これやこの」は、対象を強く指し示しながら詠嘆する表現です。疑問・反語ではありません。
96,助詞・識別,「名を聞くより、やがて面影は推し量らるる心ちするにや。（『徒然草』より）」,にや。,対象箇所「にや」の結びの説明として最も適当なものを一つ選べ。,「にや」の下に「あらむ」などの結びの動詞が省略されている,係助詞「や」の結びは「する」であり、省略はない,この「に」は完了の助動詞なので、結びは存在しない,「にや」は一語の終助詞である,1,「にや」「にか」の形は、下にラ変連体形「あらむ」が省略されているのが定番です（断定「なり」の連用形「に」＋係助詞「や」＋「あらむ」）。「〜であろうか」と訳します。
97,助詞・識別,「（文法知識）係助詞「なむ」を受ける結びが、さらに接続助詞や引用の「と」などへ続く場合」,係り結びの流れ,係助詞「なむ」による係り結びの「流れ」について、正しい説明を一つ選べ。,結びとなる語が接続助詞や引用の「と」などに続く場合、通常の係り結びが成立しないことがある,「なむ」の結びは必ず已然形になる,流れが起こると「なむ」自体が消える,係り結びの流れは「こそ」にしか起こらない,1,文が結びで完結せず接続助詞などへ続くと、係り結びが成立しないことがあります。これを係り結びの流れ（消滅）といいます。
98,助詞・識別,「この殿の御心、さばかりにこそありけれ。（『平家物語』より）」,ありけれ。,文末の「ありけれ」が已然形（ありけれ）になっている文法的な理由として最も適当なものを選べ。,直前に係助詞「こそ」があるため、係り結びにより已然形で結ばれているから,詠嘆の助動詞「けり」の連体形だから,完了の助動詞「り」の已然形だから,接続助詞「ば」が省略されているから,1,係助詞「こそ」が文中にあるため、文末の過去の助動詞「けり」が已然形「けれ」となり、「ありけれ」に結ばれています。これが「こそ ── 已然形」の係り結びの法則です。
99,助詞・識別,「（文法知識）無変化型の助動詞「じ」が係助詞「ぞ」の結びになる場合」,助動詞「じ」,係助詞「ぞ」を受けて助動詞「じ」が連体形になる場合、語形はどうなるか。正しいものを選べ。,「じ」は連体形も「じ」なので、形自体は変わらない（「あらじ」のまま）,「じ」の連体形である「じき」に変化する,「じ」の已然形である「しか」に変化する,「じ」は係り結びを嫌うため、消滅する,1,打消推量の助動詞「じ」は、無変化型（特殊型）の活用（○・○・じ・じ・じ・○）を持ち、終止形と連体形が同形です。したがって「ぞ」が入っても「あらじ」のままで形は変わりません。
100,助詞・識別,「鵄のゐたらんは、何かは苦しかるべき。（『徒然草』より）」,何かは,対象箇所「かは」の意味として最も適当なものを一つ選べ。,反語（どうして〜か、いや、〜ない）,疑問（どうして〜か）,強意（〜こそが）,詠嘆（〜だなあ）,1,「か・は」「や・は」は、反語を表す極めて定番の係助詞の重なりです。「どうして不都合があるはずがあろうか、いや、ない」と訳します。
101,助詞・識別,「心あらん友もがな。（『徒然草』より）」,友もがな。,対象箇所「もがな」の文法的説明として正しいものを一つ選べ。,終助詞「もがな」であり、強い願望（〜があればなあ）を表す,係助詞「も」 ＋ 終助詞「がな」の複合,強意の係助詞である,接続助詞「ものから」の省略形である,1,「もがな」は、体言や助詞などに接続して、実現が難しい事柄への強い願望（〜があるといいなあ、〜があればなあ）を表す終助詞です。
102,助詞・識別,「いつしか梅咲かなむ。（『更級日記』より）」,咲かなむ,対象箇所「なむ」の文法的説明として最も適当なものを一つ選べ。,他者への願望を表す終助詞（〜してほしい）,完了の助動詞「ぬ」の未然形 ＋ 推量の助動詞「む」の連体形,強意の係助詞,ナ変動詞「死ぬ」の未然形の一部 ＋ 意志の助動詞「む」,1,直前の「咲か」は、カ行四段動詞「咲く」の未然形です。未然形接続の「なむ」は他者への願望（〜してほしい）を表す終助詞になります。「（早く）梅が咲いてほしい」と訳します。
103,助詞・識別,「（作例）この機に、姫を見奉り給ひなむ。」,給ひなむ,対象箇所の「なむ」の構造として最も適当なものを一つ選べ。,四段動詞「給ふ」の連用形「給ひ」に接続する、完了の助動詞「ぬ」の未然形 ＋ 推量の助動詞「む」の連体形（きっと〜だろう / 〜してしまおう）,尊敬の補助動詞「給ふ」の未然形に接続する、願望の終助詞,相手に対する丁寧の終助詞,単一の係助詞「なむ」,1,連用形「給ひ」に、完了「ぬ」の未然形「な」と推量・意志「む」が続き、強意を伴います。
104,助詞・識別,「これ、あな心憂、となむ思し給ふらむ。（『源氏物語』より）」,となむ,対象箇所「なむ」の文法的識別として最も適当なものを一つ選べ。,他者への願望を表す終助詞,完了「ぬ」未然形 ＋ 推量「む」,強意の係助詞,伝聞推定の助動詞「なり」の変形,3,直前の「と」は引用の格助詞（体言に準ずる）です。体言や助詞、活用語の連体形などに接続する「なむ」は、強意の係助詞になります（文末が連体形「らむ」で結ばれています）。
105,助詞・識別,「（作例）（帝が使者に）門を強く鎖さなむ。」,鎖さなむ,対象箇所「なむ」の文法的説明として最も適当なものを一つ選べ。,四段動詞「鎖す」の未然形「鎖さ」に接続する、他者への願望の終助詞,完了「ぬ」の未然形＋推量「む」,強意の係助詞,伝聞・推定の助動詞,1,四段動詞の未然形に直接付く「なむ」は、他者への願望「〜してほしい」を表す終助詞です。
106,助詞・識別,「散りぬる後さへ、朝な夕なに眺め暮らしたるは、...（『更級日記』より）」,後さへ、,対象箇所「さへ」のここでの文法的意味（現代語訳）として最も適当なものを一つ選べ。,添加（〜までも、そのうえ〜さえ）,限定（〜だけ）,最小限の希望（せめて〜だけでも）,比較（〜よりも）,1,古文の副助詞「さへ」は、すでに起こっている事柄の上に、さらに別の事態が加わる「添加（〜までも、そのうえ〜までも）」を表します。「（花が）散ってしまった後までも」と訳します。
107,助詞・識別,「せめて名ばかりをも唱へんと思へども、うるはしくも言はず。（『宇治拾遺物語』より）」,名ばかりをも,対象箇所「ばかり」のここでの意味として最も適当なものを一つ選べ。,程度（〜ほど）,限定（〜だけ）,類推（〜さえ）,妥当（〜するのがよい）,2,「せめて名前だけでも（名前だけをでも）唱えようと思うが」という文脈から、範囲を限る限定（〜だけ）の意味になります。
108,助詞・識別,「（作例）せめて名だに聞かばや。」,名だに,対象箇所「だに」のここでの意味として最も適当なものを一つ選べ。,類推（〜さえ、〜でさえ）,最小限の限定（せめて〜だけでも）,添加（〜までもそのうえ）,強意（〜こそが）,2,後ろに「ばや（自己の希望）」などの意志や希望を伴う場合の「だに」は、最小限の限定（せめて〜だけでも）を表します。「せめて名前だけでも聞きたい」と訳します。
109,助詞・識別,「（尼君は）この猫を、北面にのみあらせて、...（『更級日記』より）」,北面にのみ,対象箇所「のみ」の品詞として正しいものを一つ選べ（文法分類を厳密に考慮すること）。,名詞の一部,副助詞,格助詞,終助詞,2,「のみ」は、体言や助詞などに接続して事物を限定・強調する副助詞です。名詞の一部でも格助詞でもありません。
110,助詞・識別,「（作例）ただ一度の不覚すら、身の大いなる損となる。」,不覚すら、,対象箇所「すら」のここでの文法的意味（訳し方）として最も適当なものを選べ。,〜でさえ（極端な例を挙げて、他を類推させる）,せめて〜だけでも,〜までもそのうえ,〜だけ（限定）,1,副助詞「すら」は、極端な例を提示して「〜でさえ（当然、他の場合は言うまでもない）」という類推を表します。「ただ一度の不覚でさえ」と訳します。
111,助詞・識別,「（かぐや姫を）いかでこのかぐや姫を得てしがな、見てしがな。（『竹取物語』より）」,得てしがな、,対象箇所「てしがな」の接続と意味の組み合わせとして最も適当なものを選べ。,連用形接続・自己の希望（〜したいものだなあ）,未然形接続・他者への願望（〜してほしい）,終止形接続・念押し（〜に違いない）,已然形接続・確定条件,1,「得（え）」はア行下二段動詞「得る」の連用形です。活用語の連用形に接続する「てしがな・にしがな」は、自己の強い希望（〜したいものだなあ、〜したい）を表す終助詞です。
112,助詞・識別,「（かぐや姫を）いかで、このかぐや姫を得て、妻とせばや。（『竹取物語』より）」,妻とせばや。,対象箇所「ばや」の接続と意味の組み合わせとして最も適当なものを選べ。,未然形接続・自己の希望（〜したい）,連用形接続・他者への願望（〜してほしい）,已然形接続・原因・理由（〜なので）,終止形接続・疑問（〜だろうか）,1,「せ」はサ変動詞「す」の未然形です。活用語の未然形に接続する「ばや」は、自己の希望（〜したい、〜しよう）を表す終助詞です。「妻としたい」と訳します。
113,助詞・識別,「（作例）このこと、人に語りそ。」,語りそ,対象箇所の終助詞「そ」の接続と意味として正しいものを一つ選べ。,連用形に接続し、禁止（〜するな）を表す,未然形に接続し、他者への願望を表す,終止形に接続し、疑問を表す,已然形に接続し、逆接を表す,1,「語り」は四段動詞の連用形で、終助詞「そ」は連用形に接続して禁止を表します。
114,助詞・識別,「（作例）このこと、後の世に伝へよかし。」,伝へよかし,対象箇所「かし」の文法的意味として最も適当なものを一つ選べ。,念押し・確認（〜だよ、〜だね）,疑問・反語（〜だろうか）,強い禁止（〜するな）,自己の強い希望,1,終助詞「かし」は文末に置かれ、相手への念押し・強調を表します。ここでは「ぜひ後世に伝えよ」の意を強めています。
115,助詞・識別,「（文法知識）間投助詞「を」が文中で体言や活用語などの後に置かれる場合」,間投助詞「を」,間投助詞「を」の一般的な働きとして最も適当なものを一つ選べ。,文中で語調を整え、詠嘆や呼びかけの気持ちを添える,動作の目的語を示す,逆接確定条件を表す,動作の起点を示す,1,間投助詞「を」は語調を整え、詠嘆・呼びかけなどを添えます。格助詞・接続助詞の「を」と区別します。
116,助詞・識別,「（俊成卿は）対面せさせ給はねば、使ひをして、これを奉る。（『平家物語』より）」,使ひをして、,対象箇所「して」のここでの意味（役割）として最も適当なものを一つ選べ。,動作を共にする「〜と一緒に」（共同）,使役・仲介の対象「〜に命じて / 〜を通じて」（〜に、〜をして）,手段・方法「〜を用いて」（〜で）,単純な接続（〜して）,2,使役・仲介の主体（使ひ）の下について「〜を介して、〜に（命じて）」という意味を表す格助詞の「して」です。「使いを通じて、これ（和歌）を差し上げる」と訳します。
