id,category,source,target,question,choice1,choice2,choice3,choice4,answer,explanation
117,助詞・識別,「（若宮に、帝が）男三人して、御車をひかせ給ふ。（『源氏物語』より）」,三人して、,対象箇所「して」のここでの意味（役割）として最も適当なものを一つ選べ。,動作の共同者・人数「〜で、〜の人数で」,起点を示す「〜から」,接続を表す「〜として」,使役の対象「〜に命じて」,1,人数を表す語の下につく「して」は、動作の共同者・手段（〜で、〜の人数で）を表します。「男性三人で、お車を引かせなさる」と訳します。
118,助詞・識別,「東路の道の果てよりも、なほ奥つ方に生ひ出でたる人（『更級日記』より）」,果てよりも,対象箇所「より」の意味として最も適当なものを一つ選べ。,比較の基準（〜よりも）,起点・出発点（〜から）,手段・方法（〜によって）,経過地（〜を通って）,1,「よりも」の形で、「道の果てよりも、さらに奥」という比較の基準を示します。
119,助詞・識別,「（猫を）北面にのみあらせて、呼ばねば、かしがましく鳴く。（『更級日記』より）」,北面に,「北面に（のみ）」の「に」の文法的意味（格助詞としての役割）として最も適当なものを一つ選べ。,動作の行われる場所（〜に、〜において）,動作の対象・目的,変化の結果,接続（〜したところ）,1,「北面（家の北側の部屋）」という場所を示す体言の下についているため、場所を示す格助詞（〜に）になります。
120,助詞・識別,「角左衛門の行ひを、後の世に伝へんがために書いたるなり。（『狗張子』より）」,がために,対象箇所「に」のここでの文法的役割として最も適当なものを選べ。,目的を表す格助詞（〜のために）,原因・理由を表す接続助詞（〜ので）,断定の助動詞「なり」の連用形,副詞の一部,1,「ため（名詞）」の下につく「に」は、動作の方向や目的、理由を補完する格助詞になります。「伝えるという目的のために」と訳します。
121,助詞・識別,「（若宮の様子を）あな心憂、と思ふらむものの、言ひ出づべき言葉もなし。（『源氏物語』より）」,らむものの、,対象箇所「ものの」の文法的意味として最も適当なものを一つ選べ。,逆接確定条件（〜けれども、〜ものの）,順接仮定条件（〜ならば）,単純接続（〜したところ）,同格の連鎖,1,「ものの」「ものから」「ものゆゑ」は、活用語の連体形に接続して、確定している事実に対して矛盾する事態をつなぐ逆接確定条件（〜けれども、〜のに）を表します。「悲しく思っているだろうけれども」と訳します。
122,助詞・識別,「（文法知識）接続助詞「ものゆゑ」が活用語の連体形に接続する場合」,接続助詞「ものゆゑ」,接続助詞「ものゆゑ」の意味として最も適当なものを一つ選べ。,逆接確定条件（〜けれども、〜のに）,順接確定条件（〜ので、〜から）,目的（〜するために）,単純接続（〜したところ）,1,接続助詞「ものゆゑ」は活用語の連体形に接続し、逆接確定条件「〜けれども、〜のに」を表します。原因・理由を表す連語「ものゆゑ」と混同しないよう、文脈と接続を確認します。
123,助詞・識別,「（亡き児を）見しかば遠く悲しき別れせましや、と思ふものから、...（『土佐日記』より）」,思ふものから、,対象箇所「ものから」のここでの文法的意味として最も適当なものを一つ選べ。,逆接確定条件（〜けれども、〜のに）,順接仮定条件（〜ならば）,比況（〜のように）,願望（〜したい）,1,「ものから」も連体形「思ふ」の下について、「〜と思うけれども / 思うものの」という逆接確定条件を表します。
124,助詞・識別,「（作例）昔の人を思ふ心地して、涙こぼる。」,心地して,対象箇所「し」の文法的説明として正しいものを一つ選べ。,サ変動詞「す」の連用形,過去の助動詞「き」の連体形,強意の副助詞,形容詞の一部,1,名詞「心地」にサ変動詞「す」の連用形「し」が続き、接続助詞「て」が付いています。
125,助詞・識別,「見しかば遠く悲しき別れせましや。その児のありし時に...（『土佐日記』より）」,ありし時に,対象箇所「し」の文法的説明として最も適当なものを一つ選べ。,サ変動詞「す」の連用形,過去の助動詞「き」の連体形,強意の副助詞,連用形接続の接続助詞,2,ラ変型動詞「あり」の連用形「あり」に接続しており、後ろの体言「時」を修飾しているため、過去の助動詞「き」の連体形「し」になります（せ・○・き・し・しか・○）。
126,助詞・識別,「（作例）客人をかしこくし給ひて、奥へ招き入れ給ふ。」,かしこくし,対象箇所「し」の文法的説明として正しいものを一つ選べ。,サ変動詞「す」の連用形「し」,過去の助動詞「き」の連体形「し」,強意の副助詞「し」,単語の一部（形容詞の一部）,1,「かしこく（形容詞『かしこし』の連用形）」 ＋ 「し（サ変『す』の連用形）」 ＋ 「給ひて（尊敬の補助動詞）」という構成です。「手厚くもてなしなさって」という意味になり、動作を示すサ変「す」の連用形になります。
127,助詞・識別,「花は盛りに、月はくまなきをのみ見るものかは。雨に向かひて月を恋ひ、垂れこめて春の行方知らぬも、なほあはれに、情け深し。（『徒然草』より）」,知らぬも、,対象箇所「も」のここでの文法的な役割として最も適当なものを選べ。,同種類の事柄を並列・添加する係助詞（〜もまた）,逆接の接続助詞,疑問を強める終助詞,目的を表す格助詞,1,「恋ふ（こと）」や「知らぬ（こと）」といった、同様に趣深い事柄を並列（添加）して提示している係助詞「も」になります。
128,助詞・識別,「用ありて行きたりとも、その事果てなば、とく帰るべし。（『徒然草』より）」,行きたりとも、,対象箇所「とも」のここでの文法的説明として最も適当なものを選べ。,逆接仮定条件の接続助詞（たとえ〜としても）,逆接確定条件の接続助詞（〜けれども）,引用の格助詞「と」 ＋ 係助詞「も」,順接確定条件,1,「行きたり（用事があって行った）」という仮定・確定の状況に対して、「たとえ行ったとしても」という逆接仮定条件（たとえ〜としても）をつなぐ接続助詞「とも」です（終止形接続）。
129,助詞・識別,「（作例）大御酒まゐるとも、心は慰まじ。」,まゐるとも,対象箇所「とも」の意味として最も適当なものを一つ選べ。,逆接仮定条件を表す接続助詞（たとえ差し上げるとしても）,順接確定条件を表す接続助詞,引用の格助詞「と」 ＋ 係助詞「も」,希望を表す終助詞,1,終止形「まゐる」に接続する「とも」は、逆接仮定条件「たとえ〜としても」を表します。
130,助詞・識別,「（作例）客に大御酒まゐりて、歌を詠みけり。」,まゐりて,対象箇所「て」の接続と意味として最も適当なものを一つ選べ。,動詞の連用形に接続する、単純接続（〜して）の接続助詞,動詞の未然形に接続する、仮定条件の接続助詞,完了の助動詞「つ」の連用形,断定の助動詞「なり」の変形,1,連用形「まゐり」に接続する「て」は、動作を順に結ぶ単純接続を表します。
131,助詞・識別,「北面のみあらせて呼ばねば、かしがましく鳴きののしるに、...（『更級日記』より）」,ののしるに、,対象箇所「に」の接続関係からわかる、この「に」の文法分類を正しく答えたものを選べ。,連体形「ののしる」に接続しているため、接続助詞である,体言に接続しているため、格助詞である,動詞の連用形に接続しているため、助動詞の一部である,未然形に接続しているため、打消の助動詞である,1,「ののしる」は動詞の連体形です。活用語の連体形に接続する「に」は、前後の文をつなぐ役割をする接続助詞になります。
132,助詞・識別,「秋の野に人待つ虫の声なり。（『徒然草』より）」,秋の野に,対象箇所「に」の文法分類として最も適当なものを一つ選べ。,格助詞（場所を示す）,接続助詞（〜ところ）,断定の助動詞「なり」の連用形「に」,形容動詞の連用形活用語尾,1,体言「秋の野」に直接接続しており、場所を示すため、これは場所を示す格助詞になります。
133,助詞・識別,「角左衛門の行ひは、実にめでたきことにあり。（『狗張子』より）」,ことにあり,対象箇所「に」の文法的説明（品詞）として最も適当なものを一つ選べ。,断定の助動詞「なり」の連用形,格助詞,接続助詞,完了の助動詞「ぬ」の連用形,1,体言「こと」に接続し、下に「あり（補助動詞）」を伴う「〜にあり」の「に」は、断定の助動詞「なり」の連用形になります（〜である）。
134,助詞・識別,「（作例）猫、走り来にけり。」,走り来にけり,対象箇所「に」の文法的識別として正しいものを選べ。,完了の助動詞「ぬ」の連用形,断定の助動詞「なり」の連用形,場所を示す格助詞,接続助詞,1,カ行変格活用動詞「来」の連用形「き」に接続する「に」は、完了の助動詞「ぬ」の連用形です。
135,助詞・識別,「（若宮に、帝が）御気色およばぬなむ、あな心憂、と思ひて、...（『源氏物語』より）」,思ひて、,対象箇所「て」の直前の語「思ひ」の活用形として正しいものを選べ。,未然形,連用形,終止形,連体形,2,「思ひ」はハ行四段動詞「思ふ」の連用形です。接続助詞「て」は活用語の連用形に接続します。
136,助詞・識別,「これ、あな心憂、と思し給ふらむ。俊成卿に対面し給ふべきことならねば、...（『平家物語』より）」,俊成卿に,対象箇所「に」のここでの文法的用法（格助詞）として最も適当なものを選べ。,動作の相手・対象（〜に、〜に対して）,動作の行われる場所,変化の結果,比較の基準,1,「対面する」という動作の対象（俊成卿）を示すため、対象の格助詞（〜に）になります。
137,助詞・識別,「我が庵は都のたつみにしかぞ住む。（『古今和歌集』より）」,都のたつみに,対象箇所「に」の文法的用法として最も適当なものを一つ選べ。,場所を示す格助詞（〜に）,接続助詞,断定「なり」の連用形,完了「ぬ」の連用形,1,体言「都のたつみ」に接続し、居住する場所を示す格助詞です。
138,助詞・識別,「（作例）十二年の山ごもりに、さまざまのことを学びたり。」,山ごもりに、,対象箇所「に」のここでの意味として最も適当なものを一つ選べ。,時間・期間を示す格助詞（〜において、〜の間に）,順接の接続助詞,断定の助動詞「なり」の連用形,状態を示す形容動詞の一部,1,「十二年の山ごもり」という特定の期間・状況を示す体言の下について、時や状況を限定する格助詞になります。
139,助詞・識別,「（尼君が）かしがましく鳴きののしるに、おどろきて出でて見れば、...（『更級日記』より）」,見れば、,対象箇所「ば」の直前の語「見れ」の活用形と、この「ば」の意味として正しいものを一つ選べ。,マ行上一段動詞「見る」の已然形＋確定条件,マ行上一段動詞「見る」の未然形＋仮定条件,サ変動詞「す」の已然形＋確定条件,形容詞の已然形＋理由,1,「見れ」はマ行上一段動詞「見る」の已然形（み・み・みる・みる・みれ・みよ）です。已然形に「ば」がついているため、順接確定条件（〜したところ）となり、「出て見たところ、」と訳します。
140,助詞・識別,「（作例）急ぎ行くとも、日暮れまでには着くまじ。」,行くとも、,対象箇所「とも」のここでの用法として正しいものを選べ。,カ行四段動詞「行く」の終止形に接続する、逆接仮定条件の接続助詞（たとえ〜としても）,カ行四段動詞「行く」の連体形に接続する、格助詞 ＋ 係助詞,順接確定条件の接続助詞,願望の終助詞,1,「行く」はカ行四段動詞の終止形です。終止形＋「とも」は逆接仮定条件（たとえ〜としても）を表します。「たとえ急いで行ったとしても」と訳します。
141,助詞・識別,「（作例）客に大御酒まゐるに、人々よろこびたり。」,まゐるに,対象箇所「に」の意味として最も適当なものを一つ選べ。,〜すると／〜したところ（単純接続）,〜に対して（逆接）,〜のために（目的）,〜のように（比況）,1,連体形「まゐる」に接続する接続助詞「に」で、ここでは前後の出来事をつなぐ単純接続を表します。
142,助詞・識別,「（翁のセリフ）「かぐや姫を養ひ奉ること二十余年になりぬ。おん文添へて参らす。」（『竹取物語』より）」,添へて、,対象箇所「て」のここでの意味として最も適当なものを一つ選べ。,単純接続（〜して）,仮定条件,並列（〜であり、〜である）,逆接確定条件,1,ハ行下二段動詞「添ふ」の連用形「添へ」に接続する接続助詞「て」です。動作を順番通りに「お手紙を添えて、差し上げる」とつなぐ単純接続の用法です。
143,助詞・識別,「（作例）その獣、いとをかしげなる猫にあり。」,猫にあり。,対象箇所「に」のここでの文法的説明として正しいものを選べ。,断定の助動詞「なり」の連用形,完了の助動詞「ぬ」の連用形,格助詞,形容動詞の一部,1,体言「猫」に接続し、下に補助動詞「あり」を伴う「〜にあり」の形ですので、断定の助動詞「なり」の連用形「に」になります。
144,助詞・識別,「（作例）歌を奉りに、使ひを遣はす。」,奉りに,対象箇所「に」のここでの意味（役割）として最も適当なものを一つ選べ。,動作の目的（〜するために、〜しに）,動作の行われる場所,完了の助動詞「ぬ」の連用形,接続助詞,1,動詞「奉る（差し上げる）」の連用形「奉り」の下について、後ろの動作「遣はす（派遣する）」の目的を示す格助詞「に」になります。「差し上げに（使者を）行かせる」と訳します。
145,助詞・識別,「（作例）昔のことを思ひおこして、なほあはれに思ふ。」,思ひおこして、,対象箇所「て」の文法的説明として最も適当なものを一つ選べ。,動作の連続を示す接続助詞（〜して、〜したうえで）,強意の終助詞,並列の接続助詞,逆接確定条件,1,動詞「思ひおこす」の連用形「思ひおこし」に接続する、単純接続（動作の連続：〜して）の接続助詞「て」です。
146,助詞・識別,「（作例）案内なきに、ひとり奥へ入りぬ。」,案内なきに,対象箇所「に」の品詞と意味として最も適当なものを選べ。,接続助詞（〜のに）,場所を示す格助詞,断定「なり」の連用形,形容動詞の活用語尾,1,形容詞「なし」の連体形「なき」に接続する接続助詞で、ここでは逆接「案内がないのに」を表します。
147,助詞・識別,「（作例）あたり静かにして、人の気配なし。」,静かに,対象箇所「に」の文法的説明として最も適当なものを一つ選べ。,ナリ活用形容動詞「静かなり」の連用形活用語尾,格助詞,接続助詞,断定の助動詞,1,「静かに」はナリ活用形容動詞「静かなり」の連用形で、「に」はその活用語尾です。
148,助詞・識別,「（作例）その話をあはれに思ひて、涙を流す。」,あはれに,対象箇所「に」の文法的説明として最も適当なものを一つ選べ。,ナリ活用形容動詞「あはれなり」の連用形活用語尾,格助詞,接続助詞,断定の助動詞,1,「あはれに」はナリ活用形容動詞「あはれなり」の連用形で、「に」はその活用語尾です。
149,助詞・識別,「（作例）かの人を見奉らば、いと嬉しからむ。」,見奉らば、,対象箇所「ば」の接続と意味の組み合わせとして最も適当なものを選べ。,謙譲の補助動詞「奉る」の未然形に接続する、順接仮定条件（もし拝見したならば）,謙譲の補助動詞「奉る」の已然形に接続する、順接確定条件（拝見したところ）,四段動詞の已然形に接続する、確定条件,助動詞の連用形に接続する、仮定条件,1,「見奉ら」の「奉ら」は、謙譲の補助動詞「奉る」の未然形です。未然形＋「ば」は順接仮定条件を表し、「もし拝見したならば」と訳します。
150,助詞・識別,「（作例）御文聞こえ給はば、まことに嬉しからむ。」,聞こえ給はば、,対象箇所「ば」の直前の語「給は」の活用形と、この「ば」の意味として正しいものを一つ選べ。,ハ行四段動詞「給ふ」の未然形＋順接仮定条件,ハ行四段動詞「給ふ」の已然形＋順接確定条件,下二段動詞の未然形＋願望,サ変動詞の已然形＋理由,1,「給は」はハ行四段動詞「給ふ」の未然形です。未然形＋「ば」は順接仮定条件「もし〜ならば」を表します。
151,敬語,「世のなかにのしり給ふ光源氏、かかるついでに見奉り給はむや。（『源氏物語』より）」,奉り,対象箇所「奉り」の敬語の種類と、ここでの役割として正しいものを一つ選べ。,謙譲の本動詞（〜を差し上げる）,尊敬の補助動詞（〜なさる）,謙譲の補助動詞（〜申し上げる）,丁寧の補助動詞（〜です・〜ます）,3,動詞「見」の下について動作を補助する「奉る（たてまつる）」は、謙譲の補助動詞（〜申し上げる）です。見申し上げる対象（光源氏）に対する敬意を表します。
152,敬語,「（帥殿に、馬の頭、大御酒）まゐる。（『宇治拾遺物語』より）」,まゐる,対象箇所「まゐる」のここでの意味（現代語訳）として最も適当なものを一つ選べ。,参上する,差し上げる,召し上がる,召集する,2,身分の高い人物（帥殿）に対して物（大御酒など）を「差し上げる（与ふの謙譲）」意味の本動詞です。※「召し上がる」は尊敬語、「参上する」は行くの謙譲語ですが、ここでは対象に飲食物などを提供する文脈のため「差し上げる」が正解です。
153,敬語,「帝に御返事を聞こゆ。」（作例）,聞こゆ,対象箇所「聞こゆ」の敬語の種類と意味として正しいものを一つ選べ。,尊敬語／お聞きになる,謙譲語／申し上げる,丁寧語／ございます,尊敬の補助動詞／〜なさる,2,「聞こゆ」は「言ふ」の謙譲語で、「申し上げる」の意。動作の受け手である帝を高める。
154,敬語,「（翁のセリフ）「かぐや姫を養ひ奉ること二十余年になりぬ。」（『竹取物語』より）」,奉る,対象箇所「奉る」のこの文脈における「敬意の主体（誰から）」と「敬意の客体（誰へ）」の組み合わせとして正しいものを一つ選べ。,敬意の主体：かぐや姫 → 敬意の客体：翁・媼,敬意の主体：翁 → 敬意の客体：かぐや姫,敬意の主体：作者 → 敬意の客体：翁,敬意の主体：翁 → 敬意の客体：帝,2,会話文中にある敬語なので、敬意の主体（誰から）は話し手（翁）になります。「奉る」は謙譲の補助動詞であり、動作の受け手（養育されるかぐや姫）を高めるため、敬意の客体（誰へ）はかぐや姫になります。したがって「翁 → かぐや姫」への敬意です。
155,敬語,「（文法識別問題）」,引用本文全体,動作の主体を高める尊敬の補助動詞「給ふ」には、「四段活用」と「下二段活用」の2つがあります。では、「下二段活用」の「給ふ」の意味・用法として正しいものを一つ選べ。,主語を高める尊敬の補助動詞（〜なさる）,話し手自身の動作をへりくだる謙譲の補助動詞（〜ております／〜させていただきます ※会話・手紙文限定）,聞き手を高める丁寧の本動詞（〜ございます）,自分の身内を高める謙譲の本動詞,2,補助動詞「給ふ」の識別は古典敬語の最重要項目です。四段活用は「尊敬（〜なさる）」ですが、下二段活用は謙譲の補助動詞（〜ております／〜させていただきます）となります。会話や手紙の中で、話し手（私）自身の動作（思う、見る、聞く等）にくっついて聞き手に対する敬意を表す極めて特殊な用法（自謙表現）です。
156,敬語,「よきに奏し給へ、啓し給へ。（『枕草子』より）」,奏し,対象箇所「奏し」「啓し」は、奏上する（申し上げる）相手によって厳密に使い分ける絶対敬語です。それぞれの使い分けの正しい組み合わせを選べ。,奏す：東宮（皇太子） ／ 啓す：天皇・上皇,奏す：神仏 ／ 啓す：天皇,奏す：天皇・上皇 ／ 啓す：中宮（皇后）・東宮（皇太子）,奏す：一般の貴族 ／ 啓す：神仏,3,「奏す（さうす）」は天皇・上皇に対して申し上げる場合に用いる絶対敬語（謙譲語）であり、「啓す（けいす）」は中宮（皇后）や東宮（皇太子）に対して申し上げる場合に用いる絶対敬語（謙譲語）です。この識別により、誰に話しかけているか（あるいは誰に報告しているか）が判断しやすく特定できます。
157,敬語,「（地の文）「（俊成卿は、忠度を）対面したまふべきことならねば、」（『平家物語』より）」,たまふ（給ふ）,対象箇所「たまふ（給ふ）」のここでの敬意の主体（誰から）と客体（誰へ）の組み合わせとして正しいものを一つ選べ。,敬意の主体：話し手（忠度） → 敬意の客体：俊成卿,敬意の主体：作者 → 敬意の客体：忠度,敬意の主体：話し手（忠度） → 敬意の客体：忠度自身,敬意の主体：作者 → 敬意の客体：俊成卿,4,会話文ではなく、作者が語る「地の文」であるため、敬意の主体（誰から）は作者になります。また、四段活用の「たまふ」は尊敬の補助動詞で動作の主体を高めるため、敬意の客体（誰へ）は、対面するという動作を行っている「俊成卿」になります。よって「作者 → 俊成卿」への敬意です。
158,敬語,「「御気色およばぬなむ、あな心憂、となむ思し給ふらむ。」（『源氏物語』より）」,思し給ふ（おぼしたまふ）,対象箇所「思し給ふ（おぼしたまふ）」の「思し（おぼし）」と「給ふ（たまふ）」の敬語の種類の組み合わせとして正しいものを一つ選べ。,謙譲語 ＋ 尊敬語,尊敬語 ＋ 尊敬語 （二重敬語・最高敬語）,尊敬語 ＋ 丁寧語,丁寧語 ＋ 尊敬語,2,「思し（おぼし ＝ 思ふの尊敬）」＋「給ふ（たまふ ＝ 尊敬の補助動詞）」という、尊敬語が2つ重なった「二重敬語（最高敬語）」です。主語である高貴な人物（ここでは帝などの皇族級）への最大級の敬意を表します。
159,敬語,「親王、大殿ごもりて明かし給ひてけり。（『徒然草』より）」,大殿ごもり（おほとのごもる）,対象箇所「大殿ごもり（おほとのごもる）」の敬語の種類と、現代語訳の組み合わせとして正しいものを一つ選べ。,謙譲語 ／ お供し申し上げて,尊敬語 ／ お眠りになって（おやすみになって）,丁寧語 ／ 退出いたしまして,尊敬語 ／ 宮中に参上なさって,2,「おほとのごもる（大殿ごもる）」は、身分の高い高貴な人物が眠ることを表す「寝る」の尊敬語です。現代語の「おやすみになる」に相当します。
160,敬語,「帝が、御使いをかしこく思ほしめして、御使を召して、のたまふ。（『竹取物語』より）」,のたまふ,対象箇所「のたまふ」の意味（現代語訳）として最も適当なものを一つ選べ。,お聞きになる,おっしゃる,ご覧になる,差し上げる,2,「のたまふ」は「言う」の尊敬語で、「おっしゃる」という意味になります。動作を行う主体である帝に対する尊敬を表しています。
161,敬語,「このふるさとの月は涙にかきくれて、その世ながらの影は見えず。」（『更級日記』）,見えず,対象箇所「見えず」の文法的説明と訳として正しいものを一つ選べ。,「見ゆ」＋打消「ず」／（月の光が）見えない,謙譲語「まみゆ」＋打消「ず」／お目にかからない,尊敬語「見る」＋打消「ず」／ご覧にならない,可能の助動詞「ゆ」＋打消「ず」／見ることが許されない,1,ここは月の「影（光）」が涙に曇って見えないという文脈。「見え」はヤ行下二段動詞「見ゆ」の未然形で、敬語ではない。「まみゆ（お目にかかる）」と混同しない。
162,敬語,「（僧都のセリフ）「尼君、おはする所はどこぞ。」（『源氏物語』より）」,おはする,対象箇所「おはする」の敬語の種類と、ここでの文法的な位置づけとして正しいものを一つ選べ。,尊敬の本動詞（いらっしゃる）,尊敬の補助動詞（〜なさる）,謙譲の本動詞（参上する）,丁寧の本動詞（あります）,1,「おはす（サ変）」は、「あり・をり・行く・来」の尊敬語です。ここでは単独で用いられており、尼君が「いらっしゃる（おられる）」場所を指すため、尊敬の本動詞になります。
163,敬語,「（地の文）「帝、若宮を常に近く召し寄せたまふ。」（『源氏物語』より）」,召し,対象箇所「召し」の敬語の種類と、ここでの意味の組み合わせとして正しいものを一つ選べ。,謙譲語 ／ 参上させる,尊敬語 ／ お呼びになる（お呼び寄せになる）,尊敬語 ／ 召し上がる,丁寧語 ／ お仕えする,2,「召す（めす）」は「呼ぶ・寄せる・食ふ・飲む・着る・乗る」の尊敬語です。ここでは帝が若宮を近くに「お呼び寄せになる」という意味の本動詞（尊敬）になります。
164,敬語,「（地の文）「藤原氏の栄華、深く心にとどまりて、なほ古き世の思ひ出を書きのこさむとす。」（作例）」,文法知識,（文法知識問題）敬語表現「たてまつる」は極めて多くの意味を持つ多義語です。では、「たてまつる」の尊敬語としての意味（衣食乗の尊敬）に含まれないものを一つ選べ。,お召し（お召し物）になる,召し上がる,お乗りになる,差し上げる,4,「たてまつる」は、謙譲語としては「差し上げる（与ふの謙譲）」ですが、尊敬語としては「（着物を）お召しになる」「（飲食物を）召し上がる」「（乗り物に）お乗りになる」という衣食乗（い・しょく・じゅう）の尊敬語になります。「差し上げる」は謙譲語の意味であるため、尊敬語の意味には含まれません。
165,敬語,「北面にのみあらせて呼ばねば、かしがましく鳴きののしる。」（『更級日記』）,あらせ,対象箇所「あらせ」の「せ」の意味として最も適当なものを一つ選べ。,尊敬,使役,受身,自発,2,猫を北向きの場所にだけ「いさせて」という意味なので、「せ」は使役の助動詞「す」の連用形。尊敬の助動詞「す」と同形であるため、主語・文脈・後続語から判断する。
166,敬語,「大納言殿の参り給へるなりけり。」（作例）,参り,対象箇所「参り」の敬語の種類と、ここでの文脈上の意味を一つ選べ。,尊敬語（いらっしゃる）,謙譲語（参上する / お目にかかる）,丁寧語（〜でございます）,尊敬の補助動詞（〜なさる）,2,「参る（まゐる）」は「行く・来」の謙譲語（参上する）です。大納言殿が（中宮などのもとへ）参上なさったことを表し、参上する先（客体）を高めます。
167,敬語,「（地の文）「帝、大臣の言葉を聞こしめして、深くうなづきたまふ。」（作例）」,聞こしめし,対象箇所「聞こしめし」の意味（現代語訳）として最も適当なものを一つ選べ。,お聞きになる,おっしゃる,差し上げる,参上なさる,1,「聞こしめす（きこしめす）」は「聞く」の尊敬語であり、「お聞きになる」という意味です。また「知る・治める・召し上がる」の尊敬語としても用いられますが、ここでは言葉を「お聞きになる」という文脈が適当です。
168,敬語,「（会話文）「（かぐや姫のセリフ）『この薬の壺に御文添へて参らす。』」（『竹取物語』より）」,参らす（まゐらす）,対象箇所「参らす（まゐらす）」のここでの意味（現代語訳）として最も適当なものを一つ選べ。,お召しになる,差し上げる（進上する）,参上する,召し上がる,2,「参らす（まゐらす）」は「与ふ」の謙譲語であり、身分の高い相手（帝）に対して物を「差し上げる（進上する）」という意味になります。※『竹取物語』の原文に基づく正確な敬語解釈です。
169,敬語,「（地の文）「后、中宮のおはする御殿にまうで給ふ。」（作例）」,まうで,対象箇所「まうで」の敬語の種類と、ここでの訳の組み合わせとして正しいものを一つ選べ。,尊敬語 ／ いらっしゃる,謙譲語 ／ 参上する（お参りする）,丁寧語 ／ ございます,尊敬語 ／ 召し上がる,2,「まうづ（詣づ）」は、社寺にお参りしたり、高貴な人物の居所に赴いたりすることを表す「行く・来」の謙譲語（参上する）です。
170,敬語,「（地の文）「中宮のおはします御前に、人々あまたさぶらふ。」（作例）」,さぶらふ,対象箇所「さぶらふ」のここでの敬語の種類と意味として最も適当なものを一つ選べ。,丁寧の補助動詞（〜です・〜ます）,謙譲の本動詞（お仕えする / 伺候する）,尊敬の本動詞（いらっしゃる）,謙譲の補助動詞（〜申し上げる）,2,「さぶらふ」「はべり」は、体言（人々など）の下に直接つき、高貴な人物の側に「お仕えする（伺候する）」、あるいは「控える・ある・をる」を表す謙譲の本動詞になります。地の文なので、作者からその場にいる高貴な人物（中宮）への敬意（客体敬語）になります。
171,敬語,「光源氏、中宮に御返事を聞こえ給ふ。」（作例）,聞こえ（聞こゆ）,対象箇所「聞こえ（聞こゆ）」のここでの敬語の種類と意味を一つ選べ。,尊敬語 ／ おっしゃる,謙譲語 ／ 申し上げる（お返事申し上げる）,丁寧語 ／ 〜でございます,尊敬語 ／ お聞きになる,2,「聞こゆ」は「言ふ」の謙譲語で、「申し上げる」の意。ここでは返事を申し上げる相手である中宮を高める。後続の「給ふ」は主語の光源氏を高める。
